Track Name,Artist,Album,Genre,Popularity
"Lamborghini (From ""Jai Mummy Di"")",Meet Bros.;Neha Kakkar;Jassie Gill,"Lamborghini (From ""Jai Mummy Di"")",pop-film,57
"Hey Idi Nenena (From ""Solo Brathuke So Better"")",Thaman S;Sid Sriram,"Hey Idi Nenena (From ""Solo Brathuke So Better"")",pop-film,56
Radha,Vishal-Shekhar;Shreya Ghoshal;Udit Narayan;Vishal Dadlani;Shekhar Ravjiani,Student of the Year (Original Motion Picture Soundtrack),pop-film,58
Oh Baby Girl,Achu;Hemachandra Vedala,Maalai Pozhudhin Mayakathilaey (Original Motion Picture Soundtrack),pop-film,57
Jag Soona Soona Lage,Rahat Fateh Ali Khan;Richa Sharma,Om Shanti Om,pop-film,58
Jaane Kyun,Vishal-Shekhar;Vishal Dadlani,Dostana (Original Motion Picture Soundtrack),pop-film,57
"Gazab Ka Hai Din (From ""Dil Juunglee"")",Jubin Nautiyal;Prakriti Kakar;Tanishk Bagchi;Anand-Milind,"Gazab Ka Hai Din (From ""Dil Juunglee"")",pop-film,57
Aashiqui Aa Gayi,Mithoon;Arijit Singh,Radhe Shyam,pop-film,57
Laal Ghaghra,Neha Kakkar;Manj Musik;Herbie Sahara,"Laal Ghaghra (From ""Good Newwz"")",pop-film,58
Sankatmochan Hanuman Ashtak,Hariharan,Shree Hanuman Chalisa (Hanuman Ashtak),pop-film,56
Ho Gaya Hai Tujhko To Pyar Sajna,Lata Mangeshkar;Udit Narayan,Dilwale Dulhania Le Jayenge,pop-film,56
Humko Humise Chura Lo,Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Anand Bakshi,Mohabbatein,pop-film,58
Main Rang Sharbaton Ka (Lofi Mix),Atif Aslam;Chinmayi,Main Rang Sharbaton Ka (Lofi Mix),pop-film,57
"Porattam - From ""Vendhu Thanindhathu Kaadu""",A.R. Rahman;NJ;Neeraj Madhav,"Porattam (From ""Vendhu Thanindhathu Kaadu"")",pop-film,56
Atu Nuvve,Neha Bhasin,Current,pop-film,56
Vizhigalil Oru Vaanavil,Saindhavi,Deiva Thiirumagal (Original Motion Picture Soundtrack),pop-film,56
"Bin Tere Sanam (From ""Yaara Dildara"")",Udit Narayan;Kavita Krishnamurthy,My Best Collection - Udit Narayan,pop-film,57
Fakira,Vishal-Shekhar;Sanam Puri;Neeti Mohan,Student of the Year 2,pop-film,56
Akhiyaan Milavanga,Arijit Singh;Sruthy Sasidharan,Commando 3 (Original Motion Picture Soundtrack),pop-film,56
"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",Arijit Singh,Arijit Singh Broken Strings,pop-film,56
Asalaam-e-Ishqum,Sohail Sen;Neha Bhasin;Bappi Lahiri;Irshad Kamil,Gunday,pop-film,56
"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,YRF Top 10 - Nightout Sounds,pop-film,58
Khuda Aur Mohabbat (Original Score),Rahat Fateh Ali Khan;Nish Asher,Khuda Aur Mohabbat (Original Score),pop-film,57
Neruppu Da,Santhosh Narayanan;Arunraja Kamaraj,Kabali (Original Motion Picture Soundtrack),pop-film,56
Kandaangi Kandaangi,Vijay;Shreya Ghoshal,Jilla (Original Music Picture Soundtrack),pop-film,56
Thee Illai,Harris Jayaraj;Naresh Iyer;Mukesh;Gopal Rao;Mahathi;Ranina Reddy,Engeyum Kadhal (Original Motion Picture Soundtrack),pop-film,55
Manasellam Mazhaiye,Sonu Nigam;Saindhavi;G. V. Prakash,Saguni,pop-film,56
Na Ja,Pav Dharia,Na Ja,pop,76
Excuses,AP Dhillon;Gurinder Gill;Intense,Excuses,pop,82
Heat Waves,Glass Animals,Dreamland,pop,83
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,pop,90
Night Changes,One Direction,FOUR (Deluxe),pop,88
Bijlee Bijlee,Harrdy Sandhu,Bijlee Bijlee,pop,74
Lemonade,Diljit Dosanjh,Drive Thru,pop,74
DESIRES,AP Dhillon;Gurinder Gill,HIDDEN GEMS,pop,76
Pehla Pyaar,Armaan Malik;Vishal Mishra,Kabir Singh,pop,76
Shape of You,Ed Sheeran,÷ (Deluxe),pop,86
Unstoppable,Sia,This Is Acting,pop,81
Shut Down,BLACKPINK,BORN PINK,pop,87
"Dil Ko Karaar Aaya (From ""Sukoon"")",Yasser Desai;Neha Kakkar;Rajat Nagpal,"Dil Ko Karaar Aaya (From ""Sukoon"")",pop,77
"Inthandham (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;S.P. Charan,"Inthandham [From ""Sita Ramam (Telugu)""]",pop,73
Until I Found You,Stephen Sanchez,Until I Found You,pop,90
As It Was,Harry Styles,As It Was,pop,95
lovely (with Khalid),Billie Eilish;Khalid,lovely (with Khalid),pop,89
Khaab,Akhil,Khaab,pop,72
Jo Tu Na Mila,Asim Azhar,Jo Tu Na Mila,pop,72
One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),pop,89
Hawa Banke,Darshan Raval,Hawa Banke,pop,71
Jeena Jeena,Atif Aslam,Badlapur (Original Motion Picture Soundtrack),pop,72
Chand Sifarish,Jatin-Lalit;Shaan;Kailash Kher;Prasoon Joshi,Fanaa,pop,72
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth;Selena Gomez,Nine Track Mind,pop,82
Kali Kali Zulfon Ke,Madhur Sharma,Kali Kali Zulfon Ke,pop,73
Meri Jaan,Neeti Mohan;Sanjay Leela Bhansali,Gangubai Kathiawadi,pop,72
Pink Venom,BLACKPINK,Pink Venom,pop,85
You Belong With Me (Taylor’s Version),Taylor Swift,Sunny Mornings,pop,9
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana;Tanishk-Vayu,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",pop,72
"Kanja Poovu Kannala (From ""Viruman"")",Yuvan Shankar Raja;Sid Sriram,"Kanja Poovu Kannala (From ""Viruman"")",pop,74
All Night (Live),AP Dhillon;Shinda Kahlon,Two Hearts Never Break The Same,pop,71
Jaan 'Nisaar (Arijit),Arijit Singh,Kedarnath,pop,71
No Lie,Sean Paul;Dua Lipa,Mad Love The Prequel,pop,83
Levitating,Dua Lipa,Future Nostalgia,pop,84
I Feel It Coming,The Weeknd;Daft Punk,Sunny Mornings,pop,3
Take My Breath - Single Version,The Weeknd,Autumn Vibes 2022,pop,0
SPACESHIP,AP Dhillon;Shinda Kahlon;Gminxr,HIDDEN GEMS,pop,73
Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,The Papercut Chronicles II,pop,82
Blank Space,Taylor Swift,1989 (Deluxe),pop,85
Blinding Lights,The Weeknd,Autopilot,pop,3
Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),ShaSings;Xtreeemit,Let Me Down Slowly / Mai Dhoondhne Ko Zamaney / Kabhi Jo Badal Barsey (Medley),pop,71
Ik Lamha,Azaan Sami Khan,Ik Lamha,pop,70
O Re Piya,Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,Aaja Nachle,pop,71
Tum Hi Ho,Arijit Singh,Aashiqui 2,pop,71
positions,Ariana Grande,Positions,pop,85
Dildaara (Stand By Me),Shafqat Amanat Ali,Ra-One,pop,69
Watermelon Sugar,Harry Styles,Fine Line,pop,89
Qaafirana,Arijit Singh;Nikhita Gandhi,Kedarnath,pop,71
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),pop,88
Final Thoughts,AP Dhillon;Shinda Kahlon;Gminxr,Two Hearts Never Break The Same,pop,69
Soch Na Sake,Amaal Mallik;Arijit Singh;Tulsi Kumar,Airlift,pop,71
"Kusu Kusu (From ""Satyameva Jayate 2"")",Tanishk Bagchi;Zahrah S Khan;Dev Negi,"Kusu Kusu (From ""Satyameva Jayate 2"")",pop,71
"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",Shaarib Toshi;Arijit Singh,"Bandeya (feat. Arijit Singh) [From ""Dil Juunglee""]",pop,71
Tum Hi Ho Bandhu,Neeraj Shridhar;Kavita Seth,Cocktail (Original Motion Picture Soundtrack),pop,71
Sakhiyan2.0,Maninder Buttar;Zahrah S Khan;Tanishk Bagchi,Sakhiyan2.0 - BellBottom,pop,68
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),pop,86
Mera Dil Bhi Kitna Pagal Hai - Recreated Version,Stebin Ben,Mera Dil Bhi Kitna Pagal Hai (Recreated Version),pop,70
Save Your Tears,The Weeknd,After Hours,pop,89
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),pop,86
Hymn for the Weekend,Coldplay,A Head Full of Dreams,pop,85
2step,Ed Sheeran;Lil Baby,Totally Rap,pop,0
Typa Girl,BLACKPINK,BORN PINK,pop,82
"Tum Tum (From ""Enemy - Tamil"")",Thaman S;Srivardhini;Aditi Bhavaraju;Satya Yamini;Roshini JKV;Tejaswini,"Tum Tum (From ""Enemy - Tamil"")",pop,70
Merry Christmas,Ed Sheeran;Elton John,Cuddle Up Christmas,pop,4
How Would You Feel (Paean),Ed Sheeran,Coffee Moment,pop,0
Merry Christmas,Ed Sheeran;Elton John,Holly Jolly Christmas,pop,3
Visiting Hours,Ed Sheeran,20's Rock,pop,0
Castle On the Hill - Throttle Remix,Ed Sheeran;Throttle,10's Dance Classics,pop,0
Bad Habits - Joel Corry Remix,Ed Sheeran;Joel Corry,EDM Hits,pop,0
Levitating (feat. DaBaby),Dua Lipa;DaBaby,Future Nostalgia,pop,85
Mere Humsafar (Original Score) [Female Version],Yashal Shahid,Mere Humsafar (Original Score) [Female Version],pop,68
Jaan Ban Gaye,Mithoon;Vishal Mishra;Asees Kaur,"Jaan Ban Gaye (From ""Khuda Haafiz"")",pop,70
Wolves,Selena Gomez;Marshmello,Wolves,pop,80
"Tip Tip (From ""Sooryavanshi"")",Tanishk Bagchi;Udit Narayan;Alka Yagnik,"Tip Tip (From ""Sooryavanshi"")",pop,70
Kho Gaye Hum Kahan,Jasleen Royal;Prateek Kuhad,Baar Baar Dekho (Original Motion Picture Soundtrack),pop,70
"Adheeraa (From ""Cobra"")",A.R. Rahman;Vagu Mazan;Thoughtsfornow,"Adheeraa (From ""Cobra"")",pop,70
Mistletoe,Justin Bieber,Holiday Anthems 2022,pop,2
Rockin' Around The Christmas Tree,Justin Bieber,Pop Christmas 2022,pop,0
Christmas Eve,Justin Bieber,Pop Christmas 2022,pop,0
Mistletoe,Justin Bieber,Best Christmas Playlist Ever 2022,pop,0
Friends,Justin Bieber;BloodPop®,Queda poco para la PAES,pop,0
Santa Claus Is Coming To Town,Justin Bieber,Holidays Are Coming,pop,2
The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber;Usher,Weihnachtspop 2022,pop,0
"Shaamat (From ""Ek Villain Returns"")",Ankit Tiwari;Tara Sutaria,"Shaamat (From ""Ek Villain Returns"")",pop,70
Vaaste,Dhvani Bhanushali;Nikhil D'Souza;Tanishk Bagchi,Vaaste,pop,69
Hold On,Justin Bieber,Autumn Vibes 2022,pop,0
Mistletoe,Justin Bieber,JULMUSIK,pop,2
One Time,Justin Bieber,OO's Music Grandi Successi,pop,3
Mistletoe,Justin Bieber,Beste Weihnachtslieder,pop,0
Mistletoe,Justin Bieber,JULPYNTA,pop,0
Mistletoe,Justin Bieber,pov: you have a holly jolly christmas,pop,0
Ajab Si,KK,Om Shanti Om,pop,69
Pehli Nazar Mein,Atif Aslam;Pritam,Race (Original Motion Picture Soundtrack),pop,69
Nashe Si Chadh Gayi,Vishal-Shekhar;Arijit Singh;Jaideep Sahni,Befikre,pop,69
Steal My Girl,One Direction,FOUR (Deluxe),pop,80
Pani Da Rang - Male Vocals,Ayushmann Khurrana,Vicky Donor (Original Motion Picture Soundtrack),pop,68
Mitti De Tibbe,Kaka,Mitti De Tibbe,pop,67
Señorita,Shawn Mendes;Camila Cabello,Shawn Mendes (Deluxe),pop,80
Freestyle,Jordan Sandhu,FAME,pop,68
Yet To Come,BTS,Proof,pop,85
"Kadhaippoma (From ""Oh My Kadavule"")",Leon James;Sid Sriram,"Kadhaippoma (From ""Oh My Kadavule"")",pop,68
Vaseegara,Bombay Jayashri,Minnalae,pop,68
"Chola Chola (From ""Ponniyin Selvan Part -1"")",A.R. Rahman;Sathyaprakash;VM Mahalingam;Nakul Abhyankar,"Chola Chola (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]",pop,69
Devaralan Aattam,A.R. Rahman;Yogi Sekar,Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack),pop,69
Love Yourself,Justin Bieber,Purpose (Deluxe),pop,84
Bewafa,Imran Khan,Bewafa,pop,71
Mahi Mera Dil,Arijit Singh;Tulsi Kumar;Tanishk Bagchi;Kumaar,Dhokha Round D Corner,pop,29
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,pop,87
Main Rang Sharbaton Ka,Atif Aslam;Chinmayi;Pritam,Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),pop,68
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,Autumn Hits,pop,3
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,All Bops,pop,0
Pirai Thedum,Saindhavi;G. V. Prakash,Mayakkam Enna,pop,68
I'm Good (Blue),David Guetta;Bebe Rexha,From The Ashes - New Beats,pop,0
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,Feeling Good,pop,0
I'm Good (Blue),David Guetta;Bebe Rexha,Upbeat Pop,pop,0
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,Baddest of Them All,pop,0
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,Pop Hits Now,pop,0
The Hills,The Weeknd,Beauty Behind The Madness,pop,88
abcdefu,GAYLE,abcdefu,pop,86
Falling,Trevor Daniel,Nicotine,pop,79
She's The One,JERRY;Devilo,She's The One,pop,66
Maine Royaan (Lofi Remix),Tanveer Evan;Ahmed Shakib,Maine Royaan (Lofi Remix),pop,67
These Days (feat. Bohemia),Sidhu Moose Wala;Bohemia,Moosetape,pop,70
"Yaanji - From ""Vikram Vedha""",Sam C.S.;Anirudh Ravichander;Shakthisree Gopalan,"Yaanji (From ""Vikram Vedha"")",pop,67
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,New Arrivals,pop,0
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,Cardio Tracks,pop,2
New Rules - Acoustic,Dua Lipa,Session Acoustique,pop,4
IDGAF,Dua Lipa;Saweetie,2Step - Pop R'n'B,pop,4
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,Brandneu Dance,pop,1
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,Your Perfect Soundtrack,pop,2
I'm Good (Blue),David Guetta;Bebe Rexha,Baddest of Them All,pop,0
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,Trending Pop,pop,0
Say My Name,David Guetta;Bebe Rexha;J Balvin,Dance Dance Dance,pop,0
Physical,Dua Lipa,New Pop Icons,pop,0
Woh Lamhe Woh Baatein,Atif Aslam,Zeher,pop,66
THATS WHAT I WANT,Lil Nas X,MONTERO,pop,87
Baari,Bilal Saeed;Momina Mustehsan,Baari,pop,66
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,pop,80
Ykwim,Karan Aujla;KR$NA;Mehar Vaani,Ykwim,pop,67
Tere Jeya Hor Disda (LoFi),Madhur Sharma,Tere Jeya Hor Disda (LoFi),pop,67
Rait Zara Si,A.R. Rahman;Arijit Singh;Shashaa Tirupati,Atrangi Re,pop,68
Munbe Vaa,Joshua Aaron,Munbe Vaa,pop,66
bury a friend,Billie Eilish,Halloween Songs | Witches Hour,pop,5
JAMAICA,Feid;Sech,Halloween 2022 Perreo Vol. 4,pop,5
Thaar Maar Thakkar Maar,Thaman S;Shreya Ghoshal;Chiranjeevi;Salman Khan,"Thaar Maar Thakkar Maar (From ""God Father"")",pop,66
Levitating,Dua Lipa,Baddest of Them All,pop,0
all the good girls go to hell,Billie Eilish,Halloween & Chill,pop,0
bad guy,Billie Eilish,Halloween Party 2022,pop,0
Heat Waves - Slowed,Glass Animals,Heat Waves (Expansion Pack),pop,74
Normal,Feid,FELIZ CUMPLEAÑOS,pop,4
Life Goes On,BTS,BE,pop,79
Feliz Cumpleaños Ferxxo,Feid,FELIZ CUMPLEAÑOS,pop,5
Mudhal Nee Mudivum Nee Title Track,Darbuka Siva;Sid Sriram,Mudhal Nee Mudivum Nee (Original Motion Picture Soundtrack),pop,66
Prohibidox,Feid,Bájale como 7500,pop,7
Si Te La Encuentras Por Ahí,Feid,Perreo en Halloween,pop,4
Quemando Calorías,Feid;Sky Rompiendo,Feliz Cumpleaños con Perreo,pop,3
Ron - Remix,Feid;Dalex,Halloween 2022 Perreo Vol. 3,pop,3
Ferxxo 100,Feid,El perreo es el futuro,pop,0
Venmegam,Yuvan Shankar Raja;Hariharan,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),pop,66
Nuestra Canción,Feid,Perreo Tenebroso Vol. 4,pop,0
Despacito,Luis Fonsi;Daddy Yankee,VIDA,pop,80
ダンシング・ウィズ・ア・ストレンジャー,Sam Smith;ノーマニ,TOKYO - HALLOWEEN -,pop,0
Oouuu,Karan Aujla,Way Ahead,pop,67
AMOR DE MI VIDA,Feid,Esto No Se Le Dedica A Cualquiera,pop,7
Normal,Feid,Feliz Cumpleaños con Perreo,pop,3
Ayyayo,G. V. Prakash;S. P. Balasubrahmanyam;S.P. Charan;Prashanthini,Aadukalam (Original Motion Picture Soundtrack),pop,66
Si Te La Encuentras Por Ahí,Feid,Perreo en Halloween,pop,4
Prohibidox,Feid,Esto me suena a Farra,pop,1
Boss Bitch,Doja Cat,Summer Music Festival Hits,pop,0
Feliz Cumpleaños Ferxxo,Feid,Homecoming Latin Party,pop,0
Prohibidox,Feid,Clásicos de ahora: Perreo,pop,0
Si Te La Encuentras Por Ahí,Feid,Halloween con perreito,pop,0
Need to Know,Doja Cat,Planet Her,pop,84
Wildest Dreams,Taylor Swift,1989,pop,80
Ilzaam (From the Album 'Industry'),Arjun Kanungo;King,Ilzaam (From the Album 'Industry'),pop,67
Humdard,Arijit Singh,Ek Villain,pop,67
Sift,Bhalwaan;Signature By SB,Priceless,pop,67
Hookah Bar,Himesh Reshammiya;Vineet Singh;Aaman Trikha,Khiladi 786,pop,67
"Thodi Jagah (From ""Marjaavaan"")",Arijit Singh;Tanishk Bagchi,"Thodi Jagah (From ""Marjaavaan"")",pop,67
Payphone,Maroon 5;Wiz Khalifa,Overexposed Track By Track,pop,84
Rule Over (Putt Jattan Dey),The Landers,Rule Over (Putt Jattan Dey),pop,65
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,pop,83
Fallin for You,Shrey Singhal,Fallin for You,pop,66
Choo Lo,The Local Train,Aalas Ka Pedh,pop,67
Without Me,Halsey,Manic,pop,79
8 Parche,Baani Sandhu;Gur Sidhu,8 Parche,pop,64
Smokin out the Window,Bruno Mars;Anderson .Paak;Silk Sonic,Good Vibes,pop,2
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,Hits Hits Hits,pop,2
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,20s Love Songs,pop,4
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,Upbeat 20's,pop,4
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta;Afrojack;Bebe Rexha;Nicki Minaj,Listen,pop,75
Love's Train,Bruno Mars;Anderson .Paak;Silk Sonic,Autumn Hits,pop,1
Skate,Bruno Mars;Anderson .Paak;Silk Sonic,I'm Blue - Hits of 2022,pop,1
Moonshine,Bruno Mars,Slow Down Soul,pop,4
Tera Yaar Hoon Main,Rochak Kohli;Arijit Singh,Sonu Ke Titu Ki Sweety,pop,66
Leave the Door Open,Bruno Mars;Anderson .Paak;Silk Sonic,Good Enough - Easy Pop,pop,0
"Banjaara (From ""Ek Villain"")",Mohammed Irfan,Best Of Shraddha Kapoor,pop,67
Treasure - Cash Cash Radio Mix,Bruno Mars,Running Songs,pop,2
Kaadhal Endral,Yuvan Shankar Raja,Goa (Original Motion Picture Soundtrack),pop,66
Samjho Na,Aditya Rikhari,Samjho Na,pop,68
deja vu,Olivia Rodrigo,SOUR,pop,87
Udd Gaye,Ritviz,Ved,pop,67
3:59 AM,DIVINE,Punya Paap,pop,67
Phir Se Ud Chala,Mohit Chauhan,Rockstar,pop,66
In The Stars,Benson Boone,In The Stars,pop,86
Temporary pyar,Kaka,Temporary pyar,pop,65
Photograph,Ed Sheeran,x (Deluxe Edition),pop,85
Dooriyan,Mohit Chauhan,Love Aaj Kal (Original Motion Picture Soundtrack),pop,65
Nazm Nazm feat. Ayushmann Khurana,Ayushmann Khurrana,Bareilly Ki Barfi,pop,66
Outlaw,Sidhu Moose Wala;Byg Bird,Outlaw,pop,68
"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar;Tanishk Bagchi,"Gali Gali (From ""Kgf Chapter 1"")",pop,66
Kyun Dhunde,Vilen,Kyun Dhunde,pop,66
Yellow,Coldplay,Hits Hits Hits,pop,3
Baarish Lete Aana,Darshan Raval,Baarish Lete Aana,pop,65
Yellow,Coldplay,Alternative Rock Mixtape,pop,4
Ganjai Poovu,Yuvan Shankar Raja;Sarath Santosh,Pasalapoodi Veerababu (Original Motion Picture Soundtrack),pop,47
"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",Armaan Malik,2016 Shinning Star - Armaan Malik,pop,66
Pogadhe,Yuvan Shankar Raja,Deepavali (Original Motion Picture Soundtrack),pop,65
Christmas Lights,Coldplay,Cuddle Up Christmas,pop,1
Christmas Lights,Coldplay,Holly Jolly Christmas,pop,2
Moon Rise,Guru Randhawa;Sanjoy,Man Of The Moon,pop,66
Ik Lamha,Azaan Sami Khan,Main Tera,pop,65
Compulsory,Gur Sidhu;Kaptaan,Step Up,pop,65
"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi;Arijit Singh;Asees Kaur,"Bolna (From ""Kapoor & Sons (Since 1921)"")",pop,66
Have Yourself A Merry Little Christmas,Sam Smith,Best Christmas Songs 2022 | For under the Mistletoe,pop,2
Jiske Aane Se Mukammal,Prashant Katheriya,Dreams Revisited (Short Version),pop,66
Have Yourself A Merry Little Christmas,Sam Smith,A Merry Modern Christmas,pop,0
Have Yourself A Merry Little Christmas,Sam Smith,GOD JUL,pop,0
Have Yourself A Merry Little Christmas,Sam Smith,JULPYNTA,pop,0
Permission to Dance,BTS,Permission to Dance,pop,80
Manase Manihaarame,Yuvan Shankar Raja;Ranjith Govind;Pavithra Chari,Pasalapoodi Veerababu (Original Motion Picture Soundtrack),pop,46
The Lighthouse Keeper,Sam Smith,Weihnachtspop 2022,pop,0
Have Yourself A Merry Little Christmas,Sam Smith,Silent Night,pop,0
Have Yourself A Merry Little Christmas,Sam Smith,All I Want For Christmas Is You,pop,0
Have Yourself A Merry Little Christmas,Sam Smith,Calm Christmas,pop,0
Adheeraa,A.R. Rahman;Vagu Mazan;Thoughtsfornow,Cobra (Original Motion Picture Soundtrack),pop,66
Have Yourself A Merry Little Christmas,Sam Smith,CHRISTMAS TOP HITS 2022,pop,0
You Right,Doja Cat;The Weeknd,Planet Her,pop,84
Main Agar Kahoon,Sonu Nigam;Shreya Ghoshal,Om Shanti Om,pop,66
Don’t Blame Me,Taylor Swift,reputation,pop,88
On The Floor,Jennifer Lopez;Pitbull,Love?,pop,79
Paniyon Sa,Rochak Kohli;Atif Aslam;Tulsi Kumar,"Paniyon Sa (From ""Satyameva Jayate"")",pop,65
Daryaa,Ammy Virk;Shahid Mallya,Manmarziyaan (Original Motion Picture Soundtrack),pop,63
Stitches,Shawn Mendes,Handwritten,pop,80
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,Arijit Singh Broken Strings,pop,66
Tum Chhupa Na Sakogi,Prashant Katheriya,Devine Nostalgia (Unplugged),pop,67
Blue Banisters,Lana Del Rey,West Coast,pop,0
The Humma Song,A.R. Rahman;Badshah;Tanishk Bagchi;Shashaa Tirupati;Jubin Nautiyal,OK Jaanu (Original Motion Picture Soundtrack),pop,66
Born To Die,Lana Del Rey,Halloween & Alternative,pop,6
Maula Mere Maula,Roop Kumar Rathod,Anwar,pop,65
Wait a Minute!,WILLOW,ARDIPITHECUS,pop,69
Phir Mohabbat,Mohammed Irfan;Arijit Singh;Saim Bhat,Murder 2,pop,65
Sukoon Mila,Arijit Singh,Mary Kom,pop,65
everything sucks,vaultboy,everything sucks,pop,77
Deewane Hum Nahi - Version 1.0,Aditya Yadav,Deewane Hum Nahi (Version 1.0),pop,64
Baarish Ki Jaaye,B Praak;Nawazuddin Siddiqui;Sunanda Sharma,Baarish Ki Jaaye,pop,63
12 Bande,Varinder Brar,12 Bande,pop,64
Feelinga,Garry Sandhu,Adhi Tape,pop,65
Medley: Kehna Galat Galat / Halka Halka Suroor,Madhur Sharma;Nusrat Fateh Ali Khan,Medley: Kehna Galat Galat / Halka Halka Suroor,pop,65
Bandeya Rey Bandeya,Arijit Singh;Asees Kaur,Simmba,pop,64
June Ponal,Krishh;Arun,Unnale Unnale,pop,63
Kadhale Kadhale,Shankar Mahadevan;Padmalatha,Indru Netru Naalai (Original Motion Picture Soundtrack),pop,65
Neeyum Naanum Anbe,Hiphop Tamizha;Raghu Dixit;Sathyaprakash D.;Jithin Raj,Imaikkaa Nodigal (Original Motion Picture Soundtrack),pop,66
Happier Than Ever,Billie Eilish,Happier Than Ever,pop,88
Qismat,Ammy Virk,Qismat,pop,62
Dirty Little Secret,Zack Knight;Nora Fatehi,Dirty Little Secret,pop,67
Priceless,Bhalwaan;Signature By SB,Priceless,pop,65
Dil Na Jaaneya,Rochak Kohli;Lauv;AKASA,"Dil Na Jaaneya (From ""Good Newwz"")",pop,65
Invincible (feat. Stefflon Don),Sidhu Moose Wala;Stefflon Don,Moosetape,pop,66
Main Royaan,Tanveer Evan;Yasser Desai;Rajat Nagpal,Main Royaan,pop,64
Enna Solla Pogirai,Shankar Mahadevan,Kandukondain Kandukondain,pop,63
Annul Maelae,Harris Jayaraj;Sudha Ragunathan,Vaaranam Aayiram (Original Motion Picture Soundtrack),pop,64
Records,Weezer,Rock - Best of 2022,power-pop,4
Say It Ain't So,Weezer,90's Music Grandi Successi,power-pop,2
O Come All Ye Faithful,Weezer,Emo Christmas 2022,power-pop,0
Records,Weezer,Top of the Rock,power-pop,0
Island In The Sun,Weezer,Mirando las nubes,power-pop,1
Say It Ain't So,Weezer,Los Clásicos del Pop 90s,power-pop,1
O Come All Ye Faithful,Weezer,Rock n Roll Christmas,power-pop,0
Drive,The Cars,80's,power-pop,0
Trick Or Treat,Andrew Gold,Para pedir dulces,power-pop,0
My Name Is Jonas,Weezer,Fiesta temática 90s,power-pop,1
Christmas Christmas,Cheap Trick,Christmas Rock 2022,power-pop,0
The Man In The Santa Suit,Fountains Of Wayne,Rock n Roll Christmas,power-pop,0
It Must Be Halloween,Andrew Gold,Anthems for Witches 2022,power-pop,0
We Wish You A Merry Christmas,Weezer,Christmas Rock 2022,power-pop,0
